<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.11	18:00:00	3629.41	3638.91	3629.41	3633.04	7216	0	28
2025.09.11	19:00:00	3633.03	3641.87	3633.03	3636.11	7049	0	28
2025.09.11	20:00:00	3636.15	3636.57	3631.78	3634.95	5732	0	28
2025.09.11	21:00:00	3634.97	3637.01	3630.37	3632.26	5092	0	28
2025.09.11	22:00:00	3632.25	3637.41	3632.12	3636.90	4459	0	28
2025.09.11	23:00:00	3636.88	3637.54	3633.25	3633.46	1938	0	28
2025.09.12	01:00:00	3633.70	3638.23	3633.06	3634.85	1857	0	28
2025.09.12	02:00:00	3634.87	3636.13	3631.58	3631.82	2328	0	28
2025.09.12	03:00:00	3631.80	3637.89	3630.43	3636.44	4620	0	28
2025.09.12	04:00:00	3636.55	3647.48	3636.53	3646.32	7575	0	28
2025.09.12	05:00:00	3646.30	3650.84	3644.88	3649.05	5499	0	28
2025.09.12	06:00:00	3649.03	3653.19	3646.54	3652.79	4500	0	28
2025.09.12	07:00:00	3652.74	3656.14	3651.56	3654.84	3505	0	28
2025.09.12	08:00:00	3654.85	3656.54	3651.99	3652.97	4295	0	28
2025.09.12	09:00:00	3652.96	3654.00	3648.28	3650.53	5289	0	28
2025.09.12	10:00:00	3650.55	3653.75	3647.72	3648.26	5174	0	28
2025.09.12	11:00:00	3648.16	3651.17	3639.61	3640.99	6356	0	28
2025.09.12	12:00:00	3640.94	3646.97	3637.59	3646.55	5790	0	28
2025.09.12	13:00:00	3646.43	3652.11	3646.29	3651.02	4781	0	28
2025.09.12	14:00:00	3651.05	3651.94	3646.80	3646.98	5078	0	28
2025.09.12	15:00:00	3646.98	3648.87	3638.20	3645.31	7929	0	28
2025.09.12	16:00:00	3644.84	3652.45	3643.30	3650.44	8520	0	28
2025.09.12	17:00:00	3650.05	3654.23	3647.32	3647.92	7941	0	28
2025.09.12	18:00:00	3648.06	3648.17	3641.73	3644.41	7012	0	28
2025.09.12	19:00:00	3644.43	3649.61	3642.53	3649.14	5171	0	28
2025.09.12	20:00:00	3649.13	3650.64	3647.45	3648.67	4520	0	28
2025.09.12	21:00:00	3648.74	3649.39	3646.99	3648.40	4176	0	28
2025.09.12	22:00:00	3648.44	3648.44	3643.45	3644.00	3990	0	28
2025.09.12	23:00:00	3644.10	3645.26	3641.21	3643.33	3026	0	28
2025.09.15	01:00:00	3643.30	3646.40	3639.83	3642.09	2778	0	28
2025.09.15	02:00:00	3641.98	3642.04	3636.78	3638.15	2128	0	28
2025.09.15	03:00:00	3638.14	3642.52	3632.04	3633.35	4507	0	28
2025.09.15	04:00:00	3633.42	3634.73	3626.50	3634.44	6644	0	28
2025.09.15	05:00:00	3634.43	3645.40	3634.37	3640.88	5452	0	28
2025.09.15	06:00:00	3640.87	3646.29	3640.08	3645.94	3946	0	28
2025.09.15	07:00:00	3646.06	3646.77	3643.64	3645.56	2710	0	28
2025.09.15	08:00:00	3645.57	3646.17	3642.30	3643.63	3520	0	28
2025.09.15	09:00:00	3643.64	3643.91	3636.61	3636.62	4951	0	28
2025.09.15	10:00:00	3636.30	3644.92	3633.65	3643.79	6006	0	28
2025.09.15	11:00:00	3643.81	3645.66	3640.78	3645.41	4998	0	28
2025.09.15	12:00:00	3645.39	3645.78	3635.73	3641.17	5324	0	28
2025.09.15	13:00:00	3641.18	3646.31	3639.09	3639.87	5579	0	28
2025.09.15	14:00:00	3639.88	3646.68	3639.00	3642.54	5616	0	28
2025.09.15	15:00:00	3642.60	3650.90	3636.88	3650.24	7539	0	28
2025.09.15	16:00:00	3650.25	3664.22	3646.83	3657.06	8781	0	28
2025.09.15	17:00:00	3657.06	3663.80	3653.86	3663.43	8012	0	28
2025.09.15	18:00:00	3663.54	3681.78	3663.06	3680.55	7701	0	28
2025.09.15	19:00:00	3680.55	3685.48	3674.69	3679.16	8004	0	28
2025.09.15	20:00:00	3679.25	3682.60	3678.63	3681.63	6228	0	28
2025.09.15	21:00:00	3681.63	3681.94	3675.77	3676.82	5407	0	28
2025.09.15	22:00:00	3676.82	3682.67	3676.62	3680.97	5413	0	28
2025.09.15	23:00:00	3680.93	3681.91	3679.07	3680.39	2792	0	28
2025.09.16	01:00:00	3680.03	3680.96	3676.31	3678.85	2443	0	28
2025.09.16	02:00:00	3678.86	3680.40	3676.10	3676.83	2242	0	28
2025.09.16	03:00:00	3676.85	3686.71	3676.31	3686.33	5215	0	28
2025.09.16	04:00:00	3686.45	3689.42	3677.09	3679.24	6714	0	28
2025.09.16	05:00:00	3679.21	3682.61	3674.63	3677.63	6103	0	28
2025.09.16	06:00:00	3677.42	3682.97	3676.93	3680.95	4353	0	28
2025.09.16	07:00:00	3680.96	3685.35	3680.09	3684.15	3341	0	28
2025.09.16	08:00:00	3684.14	3684.42	3680.22	3682.62	4291	0	28
2025.09.16	09:00:00	3682.62	3694.13	3681.63	3693.35	6182	0	28
2025.09.16	10:00:00	3693.33	3694.02	3686.24	3686.39	6184	0	28
2025.09.16	11:00:00	3686.30	3697.10	3686.08	3694.22	5910	0	28
2025.09.16	12:00:00	3694.24	3698.80	3692.93	3698.26	5338	0	28
2025.09.16	13:00:00	3698.19	3698.72	3692.77	3693.08	4769	0	28
2025.09.16	14:00:00	3693.10	3699.43	3690.48	3697.07	6116	0	28
2025.09.16	15:00:00	3697.08	3697.35	3686.46	3689.16	8095	0	28
2025.09.16	16:00:00	3689.19	3698.46	3685.14	3695.58	9115	0	28
2025.09.16	17:00:00	3695.41	3702.94	3685.69	3686.29	9872	0	28
2025.09.16	18:00:00	3686.35	3688.82	3678.83	3686.20	9010	0	28
2025.09.16	19:00:00	3686.21	3691.15	3684.63	3689.70	7080	0	28
2025.09.16	20:00:00	3689.67	3690.91	3686.24	3687.62	6604	0	28
2025.09.16	21:00:00	3687.64	3690.86	3686.36	3690.64	4911	0	28
2025.09.16	22:00:00	3690.55	3691.00	3687.68	3689.63	3998	0	28
2025.09.16	23:00:00	3689.68	3693.79	3689.51	3690.17	2357	0	28
2025.09.17	01:00:00	3689.65	3692.77	3689.19	3691.85	1904	0	28
2025.09.17	02:00:00	3691.88	3695.11	3691.76	3694.18	2360	0	28
2025.09.17	03:00:00	3694.24	3695.25	3691.05	3691.19	3795	0	28
2025.09.17	04:00:00	3691.12	3691.88	3676.07	3679.42	7646	0	28
2025.09.17	05:00:00	3679.40	3683.73	3674.23	3682.13	6994	0	28
2025.09.17	06:00:00	3682.11	3683.39	3679.81	3681.66	3855	0	28
2025.09.17	07:00:00	3681.72	3682.45	3680.43	3680.68	2499	0	28
2025.09.17	08:00:00	3680.70	3685.75	3675.83	3679.10	5506	0	28
2025.09.17	09:00:00	3679.30	3680.03	3670.46	3675.00	6319	0	28
2025.09.17	10:00:00	3674.98	3677.25	3666.60	3667.04	6464	0	28
2025.09.17	11:00:00	3667.03	3667.86	3662.55	3664.78	6518	0	28
2025.09.17	12:00:00	3664.76	3670.89	3663.85	3667.80	6134	0	28
2025.09.17	13:00:00	3667.75	3669.66	3660.41	3661.44	6881	0	28
2025.09.17	14:00:00	3661.41	3669.85	3660.03	3665.92	6886	0	28
2025.09.17	15:00:00	3665.94	3679.21	3665.62	3678.63	7323	0	28
2025.09.17	16:00:00	3678.70	3682.47	3672.80	3678.72	8957	0	28
2025.09.17	17:00:00	3678.70	3686.00	3676.89	3684.28	8145	0	28
2025.09.17	18:00:00	3684.28	3687.09	3682.79	3684.11	6260	0	28
2025.09.17	19:00:00	3684.14	3688.51	3684.00	3684.69	5545	0	28
2025.09.17	20:00:00	3684.70	3687.73	3678.67	3686.80	6252	0	28
2025.09.17	21:00:00	3686.79	3707.38	3646.11	3650.25	11531	0	28
2025.09.17	22:00:00	3650.27	3666.86	3646.30	3661.57	10549	0	28
2025.09.17	23:00:00	3661.65	3661.65	3656.29	3658.83	4073	0	28
2025.09.18	01:00:00	3658.95	3665.25	3655.52	3662.76	3622	0	28
2025.09.18	02:00:00	3662.69	3671.84	3661.99	3669.01	3884	0	28
2025.09.18	03:00:00	3669.11	3669.79	3658.04	3665.13	5876	0	28
2025.09.18	04:00:00	3665.16	3668.69	3651.81	3657.09	8669	0	28
2025.09.18	05:00:00	3657.11	3665.76	3655.42	3664.79	5847	0	28
2025.09.18	06:00:00	3664.81	3665.96	3657.89	3658.42	4191	0	28
2025.09.18	07:00:00	3658.44	3659.16	3653.45	3653.64	3976	0	28
2025.09.18	08:00:00	3653.64	3659.01	3649.46	3651.49	6314	0	28
2025.09.18	09:00:00	3651.49	3651.88	3633.89	3637.42	8368	0	28
2025.09.18	10:00:00	3637.47	3659.76	3635.52	3658.92	7502	0	28
2025.09.18	11:00:00	3658.95	3665.66	3653.66	3665.45	5992	0	28
2025.09.18	12:00:00	3665.30	3672.93	3664.57	3671.57	6495	0	28
2025.09.18	13:00:00	3671.58	3672.44	3665.44	3667.02	5504	0	28
2025.09.18	14:00:00	3667.09	3670.75	3664.36	3667.12	5903	0	28
2025.09.18	15:00:00	3667.24	3672.23	3663.01	3663.21	7966	0	28
2025.09.18	16:00:00	3663.09	3664.10	3627.96	3642.13	10171	0	28
2025.09.18	17:00:00	3642.14	3646.32	3634.31	3638.33	10213	0	28
2025.09.18	18:00:00	3638.36	3642.23	3636.82	3641.25	7771	0	28
2025.09.18	19:00:00	3641.28	3647.22	3640.82	3646.30	6494	0	28
2025.09.18	20:00:00	3646.28	3646.80	3643.25	3643.46	5795	0	28
2025.09.18	21:00:00	3643.47	3643.54	3640.58	3641.32	5121	0	28
2025.09.18	22:00:00	3641.31	3646.96	3640.60	3646.53	5088	0	28
2025.09.18	23:00:00	3646.70	3646.97	3643.84	3644.15	1884	0	28
2025.09.19	01:00:00	3644.29	3644.29	3639.37	3640.22	1464	0	28
2025.09.19	02:00:00	3640.20	3641.73	3637.71	3640.11	2220	0	28
2025.09.19	03:00:00	3640.18	3642.61	3636.22	3640.05	4540	0	28
2025.09.19	04:00:00	3639.99	3651.21	3632.23	3639.76	7472	0	28
2025.09.19	05:00:00	3639.76	3650.07	3638.84	3647.32	6439	0	28
2025.09.19	06:00:00	3647.29	3656.18	3645.45	3653.62	5994	0	28
2025.09.19	07:00:00	3653.62	3659.84	3653.62	3658.83	5062	0	28
2025.09.19	08:00:00	3658.81	3661.09	3651.39	3652.40	5715	0	28
2025.09.19	09:00:00	3652.36	3654.10	3643.27	3646.87	7174	0	28
2025.09.19	10:00:00	3647.02	3657.46	3644.42	3653.90	6155	0	28
2025.09.19	11:00:00	3653.85	3656.53	3649.51	3655.61	5623	0	28
2025.09.19	12:00:00	3655.60	3658.72	3655.22	3658.50	4424	0	28
2025.09.19	13:00:00	3658.52	3659.13	3655.07	3655.87	3866	0	28
2025.09.19	14:00:00	3655.80	3655.84	3645.66	3648.43	6013	0	28
2025.09.19	15:00:00	3648.44	3651.87	3644.48	3649.15	7083	0	28
2025.09.19	16:00:00	3649.02	3664.31	3643.66	3663.23	8931	0	28
2025.09.19	17:00:00	3663.24	3669.21	3656.32	3666.95	9181	0	28
2025.09.19	18:00:00	3667.01	3675.85	3665.32	3670.77	8199	0	28
2025.09.19	19:00:00	3670.73	3673.21	3666.57	3668.28	6270	0	28
2025.09.19	20:00:00	3668.26	3679.34	3668.15	3678.63	6112	0	28
2025.09.19	21:00:00	3678.65	3684.00	3678.12	3683.61	5928	0	28
2025.09.19	22:00:00	3683.62	3685.12	3681.32	3684.35	5524	0	28
2025.09.19	23:00:00	3684.37	3685.02	3680.76	3684.92	2689	0	28
2025.09.22	01:00:00	3687.40	3692.03	3683.70	3688.31	3868	0	28
2025.09.22	02:00:00	3688.28	3690.36	3685.80	3686.29	3343	0	28
2025.09.22	03:00:00	3686.28	3690.91	3685.72	3690.71	4772	0	28
2025.09.22	04:00:00	3690.76	3696.68	3686.67	3689.37	8023	0	28
2025.09.22	05:00:00	3689.31	3693.16	3685.58	3686.31	5654	0	28
2025.09.22	06:00:00	3686.28	3697.38	3685.89	3695.35	5362	0	28
2025.09.22	07:00:00	3695.35	3695.87	3690.03	3692.08	3716	0	28
2025.09.22	08:00:00	3692.10	3700.13	3691.85	3697.00	5333	0	28
2025.09.22	09:00:00	3697.00	3719.79	3695.51	3713.99	7906	0	28
2025.09.22	10:00:00	3714.00	3716.30	3708.61	3713.14	6776	0	28
2025.09.22	11:00:00	3712.81	3722.38	3712.38	3720.22	5828	0	28
2025.09.22	12:00:00	3720.23	3726.47	3719.22	3723.16	5661	0	28
2025.09.22	13:00:00	3723.19	3728.25	3720.98	3727.36	5248	0	28
2025.09.22	14:00:00	3727.24	3728.26	3721.15	3724.56	5800	0	28
2025.09.22	15:00:00	3724.61	3725.38	3712.14	3721.59	7942	0	28
2025.09.22	16:00:00	3721.57	3725.42	3713.77	3722.26	9630	0	28
2025.09.22	17:00:00	3722.25	3726.21	3716.78	3725.79	9249	0	28
2025.09.22	18:00:00	3725.91	3736.25	3723.58	3736.06	7861	0	28
2025.09.22	19:00:00	3736.03	3739.51	3735.18	3737.05	6698	0	28
2025.09.22	20:00:00	3737.06	3747.20	3737.05	3746.60	6406	0	28
2025.09.22	21:00:00	3746.59	3747.98	3744.57	3747.60	4968	0	28
2025.09.22	22:00:00	3747.57	3748.70	3742.39	3747.57	5442	0	28
2025.09.22	23:00:00	3747.51	3748.47	3745.49	3746.94	2418	0	28
2025.09.23	01:00:00	3745.81	3747.60	3738.21	3739.85	2514	0	28
2025.09.23	02:00:00	3739.87	3749.08	3738.95	3747.69	3829	0	28
2025.09.23	03:00:00	3747.72	3750.53	3744.82	3747.13	5036	0	28
2025.09.23	04:00:00	3747.13	3759.11	3745.53	3754.36	8370	0	28
2025.09.23	05:00:00	3754.47	3755.30	3736.65	3741.83	8292	0	28
2025.09.23	06:00:00	3741.82	3747.11	3739.03	3746.50	5978	0	28
2025.09.23	07:00:00	3746.51	3747.45	3743.25	3744.62	4262	0	28
2025.09.23	08:00:00	3744.33	3758.70	3743.15	3753.14	6275	0	28
2025.09.23	09:00:00	3753.08	3757.26	3751.28	3753.88	6922	0	28
2025.09.23	10:00:00	3753.85	3757.32	3748.95	3753.31	6811	0	28
2025.09.23	11:00:00	3753.30	3775.05	3753.02	3774.26	7035	0	28
2025.09.23	12:00:00	3774.37	3791.01	3774.16	3784.71	8087	0	28
2025.09.23	13:00:00	3784.73	3787.77	3780.79	3782.87	5974	0	28
2025.09.23	14:00:00	3782.86	3788.68	3779.71	3783.37	6903	0	28
2025.09.23	15:00:00	3783.42	3785.35	3777.50	3784.16	7747	0	28
2025.09.23	16:00:00	3784.18	3788.56	3774.12	3783.69	9652	0	28
2025.09.23	17:00:00	3783.76	3784.78	3767.63	3773.98	9572	0	28
2025.09.23	18:00:00	3774.01	3781.95	3772.75	3779.31	7275	0	28
2025.09.23	19:00:00	3779.32	3782.01	3765.03	3779.20	8234	0	28
2025.09.23	20:00:00	3779.19	3785.66	3775.76	3777.31	7701	0	28
2025.09.23	21:00:00	3777.39	3781.30	3756.23	3756.62	6921	0	28
2025.09.23	22:00:00	3756.69	3768.02	3752.00	3764.27	8539	0	28
2025.09.23	23:00:00	3764.30	3767.35	3762.47	3763.58	3308	0	28
2025.09.24	01:00:00	3765.14	3767.51	3761.60	3765.32	2315	0	28
2025.09.24	02:00:00	3765.28	3770.03	3761.86	3763.76	3826	0	28
2025.09.24	03:00:00	3763.72	3765.35	3758.89	3765.03	5494	0	28
2025.09.24	04:00:00	3765.16	3771.64	3755.04	3756.48	8089	0	28
2025.09.24	05:00:00	3756.42	3759.21	3750.61	3756.89	6415	0	28
2025.09.24	06:00:00	3756.93	3766.46	3752.26	3765.26	5990	0	28
2025.09.24	07:00:00	3765.28	3768.21	3763.11	3768.13	4104	0	28
2025.09.24	08:00:00	3768.15	3776.91	3767.85	3774.79	6010	0	28
2025.09.24	09:00:00	3774.83	3776.03	3769.08	3771.08	6346	0	28
2025.09.24	10:00:00	3771.08	3779.14	3770.60	3777.36	5803	0	28
2025.09.24	11:00:00	3777.47	3777.70	3766.99	3770.02	5570	0	28
2025.09.24	12:00:00	3769.94	3771.65	3763.05	3768.46	5273	0	28
2025.09.24	13:00:00	3768.45	3768.58	3759.82	3762.14	5268	0	28
2025.09.24	14:00:00	3762.12	3769.45	3759.59	3768.89	5610	0	28
2025.09.24	15:00:00	3768.91	3771.32	3763.97	3767.93	7550	0	28
2025.09.24	16:00:00	3767.90	3772.84	3759.18	3761.21	8779	0	28
2025.09.24	17:00:00	3761.27	3764.99	3749.53	3752.61	9508	0	28
2025.09.24	18:00:00	3752.63	3756.54	3739.70	3741.02	8276	0	28
2025.09.24	19:00:00	3740.97	3745.12	3732.25	3735.70	7972	0	28
2025.09.24	20:00:00	3735.67	3738.70	3732.36	3733.10	5923	0	28
2025.09.24	21:00:00	3733.09	3733.86	3722.78	3724.12	6531	0	28
2025.09.24	22:00:00	3724.25	3731.75	3717.47	3730.02	7140	0	28
2025.09.24	23:00:00	3730.10	3736.63	3729.94	3736.63	2984	0	28
2025.09.25	01:00:00	3735.98	3745.14	3735.93	3740.98	3061	0	28
2025.09.25	02:00:00	3740.99	3745.21	3739.09	3742.96	3121	0	28
2025.09.25	03:00:00	3742.89	3751.31	3741.44	3748.93	5809	0	28
2025.09.25	04:00:00	3748.80	3750.31	3733.04	3736.00	7630	0	28
2025.09.25	05:00:00	3735.97	3742.35	3729.55	3739.51	6495	0	28
2025.09.25	06:00:00	3739.50	3739.59	3734.35	3736.52	4865	0	28
2025.09.25	07:00:00	3736.52	3740.69	3731.82	3738.12	3939	0	28
2025.09.25	08:00:00	3738.14	3741.16	3734.10	3738.55	4954	0	28
2025.09.25	09:00:00	3738.54	3748.17	3737.73	3740.92	6147	0	28
2025.09.25	10:00:00	3740.99	3754.86	3739.93	3752.16	6611	0	28
2025.09.25	11:00:00	3752.17	3761.48	3751.11	3756.36	7194	0	28
2025.09.25	12:00:00	3756.30	3761.01	3750.37	3756.96	6214	0	28
2025.09.25	13:00:00	3756.99	3760.72	3755.54	3757.10	5557	0	28
2025.09.25	14:00:00	3757.24	3757.52	3741.10	3753.02	7264	0	28
2025.09.25	15:00:00	3753.00	3755.85	3730.60	3738.67	8930	0	28
2025.09.25	16:00:00	3738.69	3745.44	3722.03	3733.55	10367	0	28
2025.09.25	17:00:00	3733.59	3736.38	3723.57	3731.45	18751	0	28
2025.09.25	18:00:00	3731.46	3738.74	3728.00	3735.82	15565	0	28
2025.09.25	19:00:00	3735.87	3742.68	3732.63	3733.66	12214	0	28
2025.09.25	20:00:00	3733.65	3744.19	3732.30	3741.70	12690	0	28
2025.09.25	21:00:00	3741.78	3758.13	3736.59	3755.11	14130	0	28
2025.09.25	22:00:00	3755.11	3756.61	3744.59	3746.55	12100	0	28
2025.09.25	23:00:00	3746.53	3752.41	3746.00	3751.30	4368	0	28
2025.09.26	01:00:00	3749.81	3751.48	3746.32	3748.67	3679	0	28
2025.09.26	02:00:00	3748.68	3749.81	3738.05	3744.66	6129	0	28
2025.09.26	03:00:00	3744.65	3749.49	3740.17	3749.47	9205	0	28
2025.09.26	04:00:00	3749.50	3753.20	3737.66	3738.93	13914	0	28
2025.09.26	05:00:00	3739.08	3742.70	3737.59	3738.30	9241	0	28
2025.09.26	06:00:00	3738.35	3745.96	3734.40	3745.41	7885	0	28
2025.09.26	07:00:00	3745.44	3747.64	3744.61	3747.55	5575	0	28
2025.09.26	08:00:00	3747.50	3749.44	3741.84	3741.97	6685	0	28
2025.09.26	09:00:00	3741.97	3753.96	3741.50	3743.52	12843	0	28
2025.09.26	10:00:00	3743.55	3749.49	3739.11	3747.92	10579	0	28
2025.09.26	11:00:00	3747.92	3755.06	3747.01	3752.85	8878	0	28
2025.09.26	12:00:00	3752.71	3754.38	3747.17	3751.43	7626	0	28
2025.09.26	13:00:00	3751.44	3754.92	3742.84	3744.57	7523	0	28
2025.09.26	14:00:00	3744.56	3752.82	3744.39	3748.52	8551	0	28
2025.09.26	15:00:00	3748.54	3757.28	3746.58	3751.98	14078	0	28
2025.09.26	16:00:00	3752.01	3766.13	3751.25	3761.96	21065	0	28
2025.09.26	17:00:00	3761.70	3783.69	3761.61	3778.82	21333	0	28
2025.09.26	18:00:00	3778.83	3780.85	3773.02	3780.37	14721	0	28
2025.09.26	19:00:00	3780.37	3781.08	3771.37	3774.13	13747	0	28
2025.09.26	20:00:00	3774.13	3783.06	3774.03	3782.85	10450	0	28
2025.09.26	21:00:00	3782.86	3783.20	3774.57	3778.47	8866	0	28
2025.09.26	22:00:00	3778.46	3778.47	3764.58	3766.74	11689	0	28
2025.09.26	23:00:00	3766.69	3769.60	3760.99	3761.37	5919	0	28
2025.09.29	01:00:00	3756.84	3771.01	3756.47	3770.42	6767	0	28
2025.09.29	02:00:00	3770.38	3772.31	3766.29	3766.76	5991	0	28
2025.09.29	03:00:00	3766.71	3787.34	3763.80	3786.93	12078	0	28
2025.09.29	04:00:00	3786.94	3788.56	3767.83	3778.59	21023	0	28
2025.09.29	05:00:00	3778.55	3798.63	3777.58	3792.82	16160	0	28
2025.09.29	06:00:00	3792.82	3799.29	3792.13	3794.21	12472	0	28
2025.09.29	07:00:00	3794.21	3808.91	3792.45	3804.95	11119	0	28
2025.09.29	08:00:00	3804.96	3814.39	3801.23	3813.46	14448	0	28
2025.09.29	09:00:00	3813.49	3819.74	3810.80	3817.33	16069	0	28
2025.09.29	10:00:00	3817.28	3819.34	3804.97	3806.20	14160	0	28
2025.09.29	11:00:00	3806.41	3819.34	3806.41	3818.72	11942	0	28
2025.09.29	12:00:00	3818.71	3819.58	3806.90	3807.43	9909	0	28
2025.09.29	13:00:00	3807.42	3818.43	3806.42	3817.83	10958	0	28
2025.09.29	14:00:00	3817.85	3831.26	3816.42	3828.80	12779	0	28
2025.09.29	15:00:00	3828.91	3830.29	3811.65	3813.60	18343	0	28
2025.09.29	16:00:00	3813.68	3827.98	3809.22	3821.32	9916	0	28
2025.09.29	17:00:00	3821.29	3830.39	3816.62	3828.07	7686	0	28
2025.09.29	18:00:00	3828.14	3833.15	3821.65	3830.30	6894	0	28
2025.09.29	19:00:00	3830.30	3833.43	3828.17	3830.29	5456	0	28
2025.09.29	20:00:00	3830.34	3832.76	3824.02	3828.79	5908	0	28
2025.09.29	21:00:00	3829.09	3830.60	3823.33	3824.47	5041	0	28
2025.09.29	22:00:00	3824.44	3829.66	3822.59	3828.66	5270	0	28
2025.09.29	23:00:00	3828.57	3833.05	3827.72	3832.84	2763	0	28
2025.09.30	01:00:00	3833.17	3833.44	3825.63	3830.61	2424	0	28
2025.09.30	02:00:00	3830.51	3833.22	3827.99	3832.78	2511	0	28
2025.09.30	03:00:00	3832.79	3840.57	3831.00	3838.92	5547	0	28
2025.09.30	04:00:00	3838.82	3850.81	3837.89	3848.03	6673	0	28
2025.09.30	05:00:00	3848.12	3851.91	3842.49	3848.00	6127	0	28
2025.09.30	06:00:00	3848.23	3867.04	3845.87	3864.69	5945	0	28
2025.09.30	07:00:00	3864.64	3866.95	3862.02	3866.91	4328	0	28
2025.09.30	08:00:00	3866.90	3870.34	3862.55	3869.70	5876	0	28
2025.09.30	09:00:00	3869.68	3871.62	3854.82	3856.16	6807	0	28
2025.09.30	10:00:00	3856.17	3859.30	3839.65	3843.73	6819	0	28
2025.09.30	11:00:00	3843.77	3847.16	3807.66	3816.24	7821	0	28
2025.09.30	12:00:00	3816.20	3821.44	3793.12	3798.73	6144	0	28
2025.09.30	13:00:00	3798.37	3814.61	3798.19	3812.02	5356	0	28
2025.09.30	14:00:00	3812.01	3817.72	3804.58	3815.25	5367	0	28
2025.09.30	15:00:00	3814.98	3821.49	3808.91	3819.29	5746	0	28
2025.09.30	16:00:00	3819.35	3829.81	3811.69	3824.31	6226	0	28
2025.09.30	17:00:00	3823.90	3854.44	3820.42	3854.04	6529	0	28
2025.09.30	18:00:00	3853.98	3854.08	3831.26	3838.95	6310	0	28
2025.09.30	19:00:00	3838.94	3847.87	3837.82	3845.88	5309	0	28
2025.09.30	20:00:00	3845.97	3849.22	3842.66	3844.02	4913	0	28
2025.09.30	21:00:00	3844.01	3848.91	3839.77	3847.90	4436	0	28
2025.09.30	22:00:00	3847.94	3860.73	3847.07	3858.90	4567	0	28
2025.09.30	23:00:00	3858.93	3860.02	3850.70	3859.55	3607	0	28
2025.10.01	01:00:00	3859.07	3861.36	3854.70	3859.88	3087	0	28
2025.10.01	02:00:00	3860.06	3863.03	3860.06	3862.83	2652	0	28
2025.10.01	03:00:00	3862.88	3865.21	3858.57	3860.82	4132	0	28
2025.10.01	04:00:00	3860.31	3868.89	3859.13	3868.84	4431	0	28
2025.10.01	05:00:00	3868.82	3875.33	3858.30	3863.41	5307	0	28
2025.10.01	06:00:00	3863.28	3866.35	3855.61	3861.98	4818	0	28
2025.10.01	07:00:00	3861.98	3864.95	3857.41	3864.86	4046	0	28
2025.10.01	08:00:00	3864.82	3869.67	3862.09	3863.36	4406	0	28
2025.10.01	09:00:00	3863.27	3864.71	3853.36	3859.16	5291	0	28
2025.10.01	10:00:00	3859.15	3879.60	3858.88	3879.15	5724	0	28
2025.10.01	11:00:00	3879.33	3895.19	3879.01	3892.88	5800	0	28
2025.10.01	12:00:00	3892.88	3895.03	3883.72	3888.90	5204	0	28
2025.10.01	13:00:00	3889.00	3889.50	3885.22	3887.50	4706	0	28
2025.10.01	14:00:00	3887.52	3888.41	3877.98	3883.51	4726	0	28
2025.10.01	15:00:00	3883.83	3891.01	3864.57	3870.28	6286	0	28
2025.10.01	16:00:00	3870.34	3876.82	3863.70	3872.88	6350	0	28
2025.10.01	17:00:00	3872.79	3878.61	3856.62	3872.95	6419	0	28
2025.10.01	18:00:00	3872.76	3876.76	3858.04	3868.51	6338	0	28
2025.10.01	19:00:00	3868.46	3871.51	3860.84	3870.78	5221	0	28
2025.10.01	20:00:00	3870.84	3871.80	3860.52	3860.73	4858	0	28
2025.10.01	21:00:00	3860.37	3866.25	3854.96	3862.09	5422	0	28
2025.10.01	22:00:00	3862.36	3870.83	3861.31	3867.67	4808	0	28
2025.10.01	23:00:00	3867.72	3867.73	3860.20	3863.79	3105	0	28
2025.10.02	01:00:00	3868.79	3870.24	3858.61	3861.93	2642	0	28
2025.10.02	02:00:00	3861.98	3866.49	3857.57	3863.38	3377	0	28
2025.10.02	03:00:00	3863.38	3863.64	3856.00	3856.00	4478	0	28
2025.10.02	04:00:00	3855.95	3864.99	3852.92	3864.96	4597	0	28
2025.10.02	05:00:00	3864.93	3869.89	3861.55	3866.19	4169	0	28
2025.10.02	06:00:00	3866.11	3869.27	3863.98	3866.52	3449	0	28
2025.10.02	07:00:00	3866.53	3867.60	3861.92	3864.09	2642	0	28
2025.10.02	08:00:00	3864.10	3871.24	3864.10	3867.81	3579	0	28
2025.10.02	09:00:00	3867.92	3874.10	3861.97	3864.18	4495	0	28
2025.10.02	10:00:00	3864.06	3874.69	3861.88	3868.51	5385	0	28
2025.10.02	11:00:00	3868.44	3878.59	3864.66	3874.46	4702	0	28
2025.10.02	12:00:00	3874.41	3879.61	3873.25	3879.06	4504	0	28
2025.10.02	13:00:00	3879.07	3883.82	3875.76	3881.76	4155	0	28
2025.10.02	14:00:00	3881.70	3886.60	3879.68	3886.27	4528	0	28
2025.10.02	15:00:00	3886.27	3891.92	3880.10	3884.36	5806	0	28
2025.10.02	16:00:00	3884.44	3896.73	3873.58	3875.14	6413	0	28
2025.10.02	17:00:00	3875.23	3876.68	3825.44	3839.86	6851	0	28
2025.10.02	18:00:00	3840.14	3844.68	3819.40	3828.26	6689	0	28
2025.10.02	19:00:00	3828.15	3845.17	3827.15	3844.80	6141	0	28
2025.10.02	20:00:00	3844.81	3847.65	3840.50	3844.20	5276	0	28
